12,-78.6962748,35.7273024,-0.017,"(0.0010176103096455336,-0.021594159305095673,0.0012742914259433746)","(-0.02,0.02,0.0)",12.587,2026-01-20 17:44:34.975648,6,10
13,-78.6962748,35.7273024,-0.017,"(0.001046949066221714,-0.02086634747684002,0.0012988508678972721)","(-0.02,0.02,0.0)",12.587,2026-01-20 17:44:35.977092,6,10
14,-78.6962748,35.7273024,-0.017,"(0.0011956250527873635,-0.020126884803175926,0.0014559689443558455)","(0.0,0.0,0.0)",12.587,2026-01-20 17:44:36.978157,6,10
15,-78.6962748,35.7273024,-0.017,"(0.0013666189042851329,-0.019381539896130562,0.0016332960221916437)","(-0.01,0.01,0.0)",12.587,2026-01-20 17:44:37.979493,6,10
16,-78.6962748,35.7273024,-0.017,"(0.0013762367889285088,-0.018638476729393005,0.0016244658036157489)","(-0.01,0.01,0.0)",12.587,2026-01-20 17:44:38.986943,6,10
17,-78.6962747,35.7273023,-0.017,"(0.0012413153890520334,-0.01794305630028248,0.0014811322325840592)","(-0.01,0.01,0.0)",12.587,2026-01-20 17:44:39.992899,6,10
18,-78.6962747,35.7273023,-0.017,"(0.0010634774807840586,-0.017296645790338516,0.0013083235826343298)","(-0.01,0.01,0.0)",12.587,2026-01-20 17:44:40.999915,6,10
19,-78.6962747,35.7273023,-0.017,"(0.0009480930166319013,-0.016717324033379555,0.0011878249933943152)","(-0.01,0.01,0.0)",12.587,2026-01-20 17:44:42.006740,6,10
20,-78.6962747,35.7273023,-0.017,"(0.0008898627711459994,-0.016156824305653572,0.0011224134359508753)","(-0.01,0.01,0.0)",12.587,2026-01-20 17:44:43.013471,6,10
21,-78.6962747,35.7273023,-0.017,"(0.0008624072070233524,-0.015610468573868275,0.0010914308950304985)","(-0.01,0.01,0.0)",12.587,2026-01-20 17:44:44.019311,6,10
22,-78.6962747,35.7273023,0.002,"(0.0008712168200872838,-0.015090481378138065,0.0011011132737621665)","(-0.01,0.01,0.0)",12.587,2026-01-20 17:44:45.026961,6,10
23,-78.6962747,35.7273023,0.002,"(0.0010175904026255012,-0.014578331261873245,0.0012386931339278817)","(0.0,0.0,0.0)",12.587,2026-01-20 17:44:46.034305,6,10
24,-78.6962747,35.7273023,0.002,"(0.0013193172635510564,-0.01392427459359169,0.001559529104270041)","(0.0,0.0,0.0)",12.587,2026-01-20 17:44:47.040814,6,10
25,-78.6962747,35.7273023,0.002,"(0.0016006446676328778,-0.013367481529712677,0.0018274916801601648)","(0.0,0.0,0.0)",12.587,2026-01-20 17:44:48.047376,6,10
26,-78.6962747,35.7273023,0.002,"(0.001887517748400569,-0.012783443555235863,0.002118168631568551)","(0.0,0.0,0.0)",12.587,2026-01-20 17:44:49.053978,6,10
27,-78.6962747,35.7273023,0.005,"(0.0021689925342798233,-0.012174139730632305,0.0024155343417078257)","(0.0,0.0,-0.06)",12.587,2026-01-20 17:44:50.060607,6,10
28,-78.6962747,35.7273023,0.579,"(-0.0011421615490689874,-0.01202691812068224,-0.0011636761482805014)","(0.0,0.0,-1.16)",12.587,2026-01-20 17:44:51.066587,6,10
29,-78.6962749,35.7273024,2.14,"(0.0030824311543256044,-0.012933114543557167,0.003457138082012534)","(0.0,0.0,-2.01)",12.587,2026-01-20 17:44:52.072366,6,10
30,-78.696275,35.7273025,4.582,"(0.0032567966263741255,0.002290522214025259,0.003953975159674883)","(-0.01,0.01,-2.51)",12.587,2026-01-20 17:44:53.079101,6,10
31,-78.696275,35.7273025,7.112,"(0.0031208652071654797,0.002258728491142392,0.004103930667042732)","(-0.01,0.02,-2.41)",12.587,2026-01-20 17:44:54.086476,6,10
32,-78.696275,35.7273025,9.586,"(0.003977802116423845,0.002534193219617009,0.003357476554811001)","(-0.01,0.02,-2.43)",12.587,2026-01-20 17:44:55.092411,6,10
33,-78.6962749,35.7273025,12.083,"(0.0027476423420011997,0.0024727294221520424,0.0032498850487172604)","(-0.01,0.02,-2.44)",12.587,2026-01-20 17:44:56.099423,6,10
34,-78.6962748,35.7273025,14.585,"(0.0026854178868234158,0.0022976999171078205,0.0018091208767145872)","(-0.01,0.01,-2.44)",12.587,2026-01-20 17:44:57.101256,6,10
35,-78.6962748,35.7273025,17.086,"(0.0031489511020481586,0.0026016870979219675,0.002487919759005308)","(-0.01,0.0,-2.44)",12.587,2026-01-20 17:44:58.106967,6,10
36,-78.6962748,35.7273025,21.763,"(0.0029845619574189186,0.002476590685546398,0.00411014212295413)","(-0.01,0.01,-1.87)",12.587,2026-01-20 17:45:00.092967,6,10
37,-78.6962749,35.7273025,23.388,"(0.0031634094193577766,0.0020458216313272715,0.004084749612957239)","(-0.01,0.01,-1.34)",12.587,2026-01-20 17:45:01.096311,6,10
38,-78.6962749,35.7273025,24.476,"(0.0036485514137893915,0.002176837995648384,0.0039155809208750725)","(-0.01,0.02,-0.81)",12.587,2026-01-20 17:45:02.102220,6,10
39,-78.6962749,35.7273025,24.994,"(0.003307090839371085,0.0024672269355505705,0.004089851398020983)","(-0.01,0.02,-0.2)",12.587,2026-01-20 17:45:03.104720,6,10
40,-78.6962749,35.7273025,24.975,"(0.003349531441926956,0.002462039003148675,0.0037632978055626154)","(-0.02,0.02,0.04)",12.587,2026-01-20 17:45:04.111461,6,10
41,-78.6962749,35.7273025,24.952,"(0.0037543976213783026,0.002252125646919012,0.0034672177862375975)","(-0.02,0.02,-0.04)",12.587,2026-01-20 17:45:05.118947,6,10
42,-78.6962749,35.7273025,24.953,"(0.003151284297928214,0.002548887161538005,0.003406450618058443)","(-0.02,0.02,-0.04)",12.587,2026-01-20 17:45:06.125434,6,10
43,-78.6962765,35.727303,24.952,"(-0.10363300144672394,0.019338717684149742,-0.2737290859222412)","(0.27,-0.73,-0.01)",12.587,2026-01-20 17:45:07.131516,6,10
44,-78.6962976,35.7273099,24.946,"(-0.12043632566928864,0.020801305770874023,-0.331644743680954)","(1.21,-3.08,-0.03)",12.587,2026-01-20 17:45:08.133810,6,10
45,-78.6963407,35.7273237,24.955,"(-0.06965963542461395,0.005695654079318047,-0.21262916922569275)","(1.72,-4.34,-0.03)",12.587,2026-01-20 17:45:09.140731,6,10
46,-78.6963909,35.7273399,24.956,"(-0.05982784181833267,0.00859153363853693,-0.20251506567001343)","(1.82,-4.59,-0.02)",12.587,2026-01-20 17:45:10.145965,6,10
47,-78.6964432,35.7273568,24.964,"(-0.05740610510110855,0.003928118385374546,-0.19723360240459442)","(1.84,-4.68,-0.02)",12.587,2026-01-20 17:45:11.154865,6,10
48,-78.6965063,35.727377,24.976,"(-0.05560220405459404,0.005353330634534359,-0.1922079175710678)","(1.84,-4.71,-0.01)",12.587,2026-01-20 17:45:12.301357,6,10
49,-78.6965586,35.7273937,24.984,"(-0.05476852506399155,0.005045323166996241,-0.19050510227680206)","(1.83,-4.68,-0.01)",12.587,2026-01-20 17:45:13.302888,6,10
50,-78.6966313,35.727417,24.995,"(-0.039631519466638565,0.0023615090176463127,-0.15012884140014648)","(1.8,-4.6,0.0)",12.587,2026-01-20 17:45:14.747745,6,10
51,-78.6966777,35.7274318,24.998,"(0.0077373976819217205,-0.002073336159810424,-0.02031828463077545)","(1.41,-3.63,0.0)",12.587,2026-01-20 17:45:15.753402,6,10
52,-78.696711,35.7274423,25.001,"(0.038314104080200195,-0.0013138535432517529,0.07875891774892807)","(0.86,-2.27,0.0)",12.587,2026-01-20 17:45:16.755473,6,10
53,-78.6967273,35.7274474,25.004,"(0.049078237265348434,-5.9373440308263525e-05,0.12297386676073074)","(0.23,-0.65,0.0)",12.587,2026-01-20 17:45:17.757321,6,10
54,-78.6967294,35.727448,25.004,"(0.01518180686980486,-0.002840199740603566,0.04052368178963661)","(-0.04,0.11,0.0)",12.587,2026-01-20 17:45:18.759146,6,10
55,-78.6967272,35.7274475,25.001,"(-0.004746770020574331,-0.0030042408034205437,-0.023940930142998695)","(-0.05,0.15,0.0)",12.587,2026-01-20 17:45:19.760887,6,10
56,-78.6967356,35.727449,24.999,"(-0.06781947612762451,0.007635490968823433,-0.3049238324165344)","(0.46,-2.05,0.0)",12.587,2026-01-20 17:45:20.765132,6,10
57,-78.6967705,35.7274557,25.006,"(-0.05774666368961334,0.0042650774121284485,-0.29546356201171875)","(0.97,-4.19,0.0)",12.587,2026-01-20 17:45:21.770387,6,10
58,-78.6968204,35.7274652,25.004,"(-0.03457767516374588,-0.0025237458758056164,-0.22003507614135742)","(1.08,-4.69,0.0)",12.587,2026-01-20 17:45:22.776010,6,10
59,-78.696874,35.7274753,24.998,"(-0.033460456877946854,-0.002788503421470523,-0.21818792819976807)","(1.1,-4.88,0.0)",12.587,2026-01-20 17:45:23.781960,6,10
60,-78.696929,35.7274855,24.998,"(-0.032264549285173416,-0.003208298236131668,-0.21037563681602478)","(1.12,-4.95,0.0)",12.587,2026-01-20 17:45:24.783416,6,10
61,-78.6969901,35.7274969,25.0,"(-0.030609844252467155,-0.0034121605567634106,-0.2005414217710495)","(1.11,-4.91,0.0)",12.587,2026-01-20 17:45:25.789061,6,10
62,-78.6970447,35.7275071,25.001,"(-0.031057437881827354,-0.0036853868514299393,-0.20045560598373413)","(1.11,-4.87,0.0)",12.587,2026-01-20 17:45:26.790060,6,10
63,-78.697099,35.7275173,25.002,"(-0.030898958444595337,-0.0031014499254524708,-0.1996465027332306)","(1.1,-4.85,0.0)",12.587,2026-01-20 17:45:27.797963,6,10
64,-78.6971528,35.7275274,25.004,"(-0.03195030987262726,-0.003407210111618042,-0.2031872272491455)","(1.11,-4.85,0.0)",12.587,2026-01-20 17:45:28.804653,6,10
65,-78.6972068,35.7275375,25.004,"(-0.031425513327121735,-0.003019506111741066,-0.2017388492822647)","(1.11,-4.85,0.0)",12.587,2026-01-20 17:45:29.807964,6,10
66,-78.6972604,35.7275476,25.004,"(-0.03227585181593895,-0.002483661286532879,-0.2061934620141983)","(1.11,-4.87,0.0)",12.587,2026-01-20 17:45:30.814481,6,10
67,-78.697363,35.7275669,25.005,"(-0.03136443719267845,-0.0029145441949367523,-0.20521968603134155)","(1.11,-4.86,0.0)",12.587,2026-01-20 17:45:32.747680,6,10
68,-78.6974171,35.7275771,25.002,"(-0.0315241664648056,-0.0017436030320823193,-0.20195205509662628)","(1.11,-4.86,0.0)",12.587,2026-01-20 17:45:33.754032,6,10
69,-78.6974708,35.7275872,25.001,"(-0.032102685421705246,-0.0029614116065204144,-0.20442409813404083)","(1.11,-4.86,0.0)",12.587,2026-01-20 17:45:34.756199,6,10
70,-78.6975251,35.7275975,25.003,"(-0.030240919440984726,-0.004302189685404301,-0.19890610873699188)","(1.11,-4.85,0.0)",12.587,2026-01-20 17:45:35.762836,6,10
71,-78.6975788,35.7276076,25.004,"(-0.03148555010557175,-0.0026965162251144648,-0.20295028388500214)","(1.1,-4.84,0.0)",12.587,2026-01-20 17:45:36.764227,6,10
72,-78.6976329,35.7276177,25.004,"(-0.031913720071315765,-0.0031432900577783585,-0.2010200321674347)","(1.11,-4.85,0.0)",12.587,2026-01-20 17:45:37.770898,6,10
73,-78.6976854,35.7276277,25.002,"(-0.0058808038011193275,-0.007206100504845381,-0.09365780651569366)","(1.01,-4.46,0.0)",12.587,2026-01-20 17:45:38.772652,6,10
74,-78.6977291,35.7276358,24.998,"(0.015420154668390751,-0.008143214508891106,0.019462494179606438)","(0.72,-3.25,0.0)",12.587,2026-01-20 17:45:39.774301,6,10
75,-78.6977571,35.7276409,25.0,"(0.035848308354616165,-0.006417468190193176,0.13470453023910522)","(0.34,-1.63,0.0)",12.587,2026-01-20 17:45:40.776857,6,10
76,-78.697766,35.7276426,25.0,"(0.004693880677223206,-0.009068607352674007,0.018266234546899796)","(-0.04,0.21,0.0)",12.587,2026-01-20 17:45:42.747457,6,10
