time,Altitude,BatteryVolts,GPSFix,Latitude,Longitude,NumberOfSatellites,Pitch,Roll,VelocityX,VelocityY,VelocityZ,Yaw,destination,icmp_seq,num,pingtime,size(byte),ttl
2026-01-20 17:44:38.039974,-0.0170000000,12.5870000000,6.0000000000,35.7273024000,-78.6962748000,10.0000000000,0.0013671963,0.0016327659,-0.0100000000,0.0100000000,0.0000000000,-0.0193369312,172.16.0.1:,1.0000000000,15.0600335269,62.6000000000,64.0000000000,64.0000000000
2026-01-20 17:44:38.292269,-0.0170000000,12.5870000000,6.0000000000,35.7273024000,-78.6962748000,10.0000000000,0.0013696049,0.0016305546,-0.0100000000,0.0100000000,0.0000000000,-0.0191508463,172.16.0.1:,2.0000000000,15.3104630311,114.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:38.479330,-0.0170000000,12.5870000000,6.0000000000,35.7273024000,-78.6962748000,10.0000000000,0.0013713907,0.0016289150,-0.0100000000,0.0100000000,0.0000000000,-0.0190128760,172.16.0.1:,3.0000000000,15.4961407509,102.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:38.866292,-0.0170000000,12.5870000000,6.0000000000,35.7273024000,-78.6962748000,10.0000000000,0.0013750850,0.0016255233,-0.0100000000,0.0100000000,0.0000000000,-0.0187274651,172.16.0.1:,4.0000000000,15.8802411780,288.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:40.207395,-0.0170000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0012034356,0.0014443237,-0.0100000000,0.0100000000,0.0000000000,-0.0178053698,172.16.0.1:,7.0000000000,17.2130015944,1014.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:40.926888,-0.0170000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0010763740,0.0013208554,-0.0100000000,0.0100000000,0.0000000000,-0.0173435224,172.16.0.1:,11.0000000000,17.9274817117,904.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:41.295891,-0.0170000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0010295580,0.0012729007,-0.0100000000,0.0100000000,0.0000000000,-0.0171263428,172.16.0.1:,13.0000000000,18.2939696052,866.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:41.633378,-0.0170000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0009908812,0.0012325096,-0.0100000000,0.0100000000,0.0000000000,-0.0169321545,172.16.0.1:,15.0000000000,18.6291689868,796.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:43.139424,-0.0170000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0008864247,0.0011185337,-0.0100000000,0.0100000000,0.0000000000,-0.0160884087,172.16.0.1:,22.0000000000,20.1252217132,882.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:43.455297,-0.0170000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0008778026,0.0011088040,-0.0100000000,0.0100000000,0.0000000000,-0.0159168317,172.16.0.1:,24.0000000000,20.4392607092,790.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:44.216005,-0.0132911854,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0008641269,0.0010933209,-0.0100000000,0.0100000000,0.0000000000,-0.0155089667,172.16.0.1:,27.0000000000,21.1952007707,942.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:44.418296,-0.0094768364,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0008658954,0.0010952647,-0.0100000000,0.0100000000,0.0000000000,-0.0154045765,172.16.0.1:,29.0000000000,21.3959559791,740.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:45.551535,0.0020000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0009474408,0.0011727580,-0.0047925024,0.0047925024,0.0000000000,-0.0148237793,172.16.0.1:,34.0000000000,22.5207497551,862.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:46.110414,0.0020000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0010404060,0.0012629537,0.0000000000,0.0000000000,0.0000000000,-0.0145288735,172.16.0.1:,37.0000000000,23.0756168616,805.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:46.553413,0.0020000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0011732063,0.0014041646,0.0000000000,0.0000000000,0.0000000000,-0.0142410009,172.16.0.1:,39.0000000000,23.5157510436,844.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:46.659324,0.0020000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0012049558,0.0014379249,0.0000000000,0.0000000000,0.0000000000,-0.0141721772,172.16.0.1:,40.0000000000,23.6209769065,745.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:47.340317,0.0020000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0014030263,0.0016392615,0.0000000000,0.0000000000,0.0000000000,-0.0137586006,172.16.0.1:,43.0000000000,24.2975503843,811.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:48.295414,0.0020000000,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0016713334,0.0018991178,0.0000000000,0.0000000000,0.0000000000,-0.0132235680,172.16.0.1:,47.0000000000,25.2464112776,955.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:49.246344,0.0025732972,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0019413073,0.0021749949,0.0000000000,0.0000000000,-0.0114659433,-0.0126670062,172.16.0.1:,52.0000000000,26.1910990544,894.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:50.119137,0.0383965395,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,0.0019763426,0.0022072883,0.0000000000,0.0000000000,-0.1240003369,-0.0121655741,172.16.0.1:,56.0000000000,27.0581821245,950.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:50.862575,0.4625933412,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,-0.0004706626,-0.0004378156,0.0000000000,0.0000000000,-0.9369210372,-0.0120567745,172.16.0.1:,60.0000000000,27.7972009429,877.0000000000,64.0000000000,64.0000000000
2026-01-20 17:44:51.023466,0.5543957368,12.5870000000,6.0000000000,35.7273023000,-78.6962747000,10.0000000000,-0.0010002304,-0.0010102548,0.0000000000,0.0000000000,-1.1128489730,-0.0120332287,172.16.0.1:,61.0000000000,27.9571354300,837.0000000000,64.0000000000,64.0000000000
