time,Altitude,Bandwidth(MBits/sec),BatteryVolts,GPSFix,ID,Interval(sec),Latitude,Longitude,NumberOfSatellites,Pitch,Roll,Transfer(MBytes),VelocityX,VelocityY,VelocityZ,Yaw,num
2026-01-19 15:39:51.953589,24.9510000000,11.3525397096,45.5340000000,4.0000000000,5.0000000000,,35.7276439000,-78.6977644000,29.0000000000,-0.0691533014,-0.1710141301,1.3543047652,0.0300000000,0.0100000000,0.0000000000,-0.0614550523,86.0000000000
2026-01-19 15:39:52.956859,24.9070000000,13.2396253099,45.2860000000,4.0000000000,5.0000000000,,35.7276463000,-78.6977768000,29.0000000000,-0.1052046269,-0.3188588619,1.5807550372,0.5200000000,-2.4400000000,-0.0500000000,-0.0651865900,87.0000000000
2026-01-19 15:39:53.959765,25.0190000000,12.6087462213,45.5920000000,4.0000000000,5.0000000000,,35.7276529000,-78.6978171000,29.0000000000,-0.0808992311,-0.1816212088,1.5044023159,0.9000000000,-4.5700000000,-0.1700000000,-0.0666065142,88.0000000000
2026-01-19 15:39:54.962645,25.1410000000,11.4448363218,45.7570000000,4.0000000000,5.0000000000,,35.7276616000,-78.6978697000,29.0000000000,-0.0671112016,-0.0979847461,1.3646866261,1.0500000000,-4.7900000000,0.0300000000,-0.0611549579,89.0000000000
2026-01-19 15:39:55.966082,25.0360000000,11.5869820286,45.7510000000,4.0000000000,5.0000000000,,35.7276710000,-78.6979232000,29.0000000000,-0.0439034663,-0.0896632224,1.3817978803,1.0200000000,-4.8700000000,0.0300000000,-0.0635848120,90.0000000000
2026-01-19 15:39:56.969423,24.9590000000,11.3965539945,45.7220000000,4.0000000000,5.0000000000,,35.7276810000,-78.6979771000,29.0000000000,-0.0626005158,-0.0789354146,236.8027826549,1.1800000000,-4.8800000000,-0.0500000000,-0.0625208840,91.0000000000
2026-01-19 15:39:57.973007,25.0710000000,8.6235653735,45.9520000000,4.0000000000,5.0000000000,,35.7276912000,-78.6980313000,29.0000000000,-0.0680271834,-0.0830075592,469.3646066630,1.0600000000,-4.9200000000,-0.0400000000,-0.0574131012,92.0000000000
2026-01-19 15:39:58.976394,25.0630000000,13.4172872316,46.0620000000,4.0000000000,5.0000000000,,35.7277012000,-78.6980855000,29.0000000000,-0.0767953768,-0.0793582350,1.6047132282,1.1800000000,-4.9100000000,0.0100000000,-0.0568175241,93.0000000000
2026-01-19 15:39:59.979534,24.9790000000,11.3161312982,45.9280000000,4.0000000000,5.0000000000,,35.7277120000,-78.6981400000,29.0000000000,-0.0666330233,-0.0772377700,1.3513095645,1.1900000000,-4.9200000000,0.0100000000,-0.0610194243,94.0000000000
2026-01-19 15:40:00.983194,24.9850000000,11.7619587832,45.9530000000,4.0000000000,5.0000000000,,35.7277229000,-78.6981942000,29.0000000000,-0.0659924671,-0.0743973106,1.4074350540,1.2200000000,-4.8400000000,0.0300000000,-0.0597965755,95.0000000000
2026-01-19 15:40:01.986606,24.9730000000,13.3679688888,45.9180000000,4.0000000000,5.0000000000,,35.7277338000,-78.6982480000,29.0000000000,-0.0595683940,-0.0769507289,1.5952487836,1.2000000000,-4.8400000000,0.0000000000,-0.0606449768,96.0000000000
