time,num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,GPSFix,NumberOfSatellites,Interval(sec),Latency(sec),Bandwidth(MBits/sec)
2026-01-28 16:57:45.761901,97.0000000000,-78.6987238000,35.7278231000,25.0010000000,-0.0041539255,-0.0107622873,-0.0775217265,1.0000000000,-4.4200000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,26.6237634589,1.1341425572,0.0052191140
2026-01-28 16:57:46.763871,98.0000000000,-78.6987669000,35.7278312000,24.9980000000,0.0168445017,-0.0118660154,0.0310387108,0.7100000000,-3.2100000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,27.4895677363,1.1032585449,0.0041495144
2026-01-28 16:57:47.842575,99.0000000000,-78.6987961000,35.7278366000,25.0000000000,0.0381462723,-0.0097299004,0.1428940743,0.2900000000,-1.4000000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,28.4216780164,1.0700093382,0.0029980015
2026-01-28 16:57:48.846943,100.0000000000,-78.6988037000,35.7278379000,25.0020000000,0.0202425197,-0.0118745463,0.0799096078,0.0000000000,-0.0900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.2081070924,0.4614985751,0.3229753170
2026-01-28 16:57:49.854986,101.0000000000,-78.6988025000,35.7278378000,25.0000000000,0.0040247450,-0.0121148201,0.0134886298,-0.0600000000,0.2200000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.2461738246,1.3898111283,0.5753596932
2026-01-28 16:57:50.856908,102.0000000000,-78.6988024000,35.7278378000,24.9970000000,-0.0687162951,-0.0025820294,-0.2847232819,0.1900000000,-0.8600000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.1691412612,2.4028291656,1.0480611160
2026-01-28 16:57:52.742773,103.0000000000,-78.6988655000,35.7278501000,25.0040000000,-0.0446412154,-0.0094067240,-0.2270821929,1.0900000000,-4.5100000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,1.9240820943,2.4751896520,1.1634633997
2026-01-28 16:57:53.744229,104.0000000000,-78.6989177000,35.7278603000,24.9950000000,-0.0368801616,-0.0108941542,-0.2146836817,1.1400000000,-4.7700000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,2.9236995946,2.4602436547,1.1432807450
2026-01-28 16:57:54.749830,105.0000000000,-78.6989723000,35.7278708000,24.9920000000,-0.0339033864,-0.0116875684,-0.2070210725,1.1500000000,-4.8900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,3.9274544854,2.4452357963,1.1230145549
2026-01-28 16:57:55.751437,106.0000000000,-78.6990271000,35.7278813000,24.9940000000,-0.0343258679,-0.0115481652,-0.2067971230,1.1400000000,-4.9100000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,4.9272227084,2.4302875455,1.1028288571
2026-01-28 16:57:56.757047,107.0000000000,-78.6990818000,35.7278918000,24.9970000000,-0.0336133428,-0.0113097727,-0.2021008432,1.1300000000,-4.9100000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.9309865827,2.4152795528,1.0825624855
2026-01-28 16:57:57.762565,108.0000000000,-78.6991365000,35.7279022000,24.9980000000,-0.0336664692,-0.0115745338,-0.1995870620,1.1200000000,-4.8700000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,6.9346586258,2.4002729331,1.0622979681
