time,Interval(sec),Latency(sec),Bandwidth(MBits/sec)
2026-01-28 16:56:39.407651,0.110844,5.016539,0.591245354
2026-01-28 16:56:40.016614,0.608965,5.371444,0.10761866399999999
2026-01-28 16:56:40.209721,0.193100,5.762778,0.678777835
2026-01-28 16:56:40.336143,0.126309,5.922183,0.518854555
2026-01-28 16:56:40.637802,0.301754,6.132210,0.217183534
2026-01-28 16:57:13.556985,32.919203,3.193937,0.001990814
2026-01-28 16:57:13.664460,0.107290,0.159637,1.2216609189999998
2026-01-28 16:57:14.005095,0.340815,0.336231,0.384584012
2026-01-28 16:57:14.181542,0.176462,0.629668,0.7427774819999999
2026-01-28 16:57:14.311503,0.129954,0.774545,0.504301522
2026-01-28 16:57:14.424579,0.113067,0.890227,1.159241865
2026-01-28 16:57:14.558611,0.134038,1.004255,0.977871947
2026-01-28 16:57:14.687645,0.129023,1.134899,0.507940445
2026-01-28 16:57:14.856174,0.168547,1.276200,0.388829229
2026-01-28 16:57:15.031578,0.175403,1.412803,0.747262019
2026-01-28 16:57:15.180533,0.148939,1.595219,1.3200572050000001
2026-01-28 16:57:15.308471,0.127974,1.724953,0.512104021
2026-01-28 16:57:15.468633,0.160130,1.864617,1.2278024109999999
2026-01-28 16:57:15.614573,0.145946,2.011034,0.898085593
2026-01-28 16:57:16.020140,0.405559,2.232802,0.323188488
2026-01-28 16:57:16.278189,0.258041,2.602197,0.253975143
2026-01-28 16:57:16.471470,0.193300,2.818763,0.67807553
2026-01-28 16:57:16.594654,0.123173,2.977336,0.532064657
2026-01-28 16:57:48.639928,32.045279,1.686563,0.002045106
2026-01-28 16:57:48.908954,0.268947,0.415839,0.974705053
2026-01-28 16:57:49.044100,0.135196,0.641733,1.454244208
2026-01-28 16:57:49.165749,0.121545,0.774330,2.156764984
2026-01-28 16:57:49.551008,0.385381,0.955863,0.340110177
2026-01-28 16:57:49.676158,0.125159,1.255614,1.570865859
2026-01-28 16:57:49.918457,0.242304,1.401800,0.540940306
2026-01-28 16:57:50.033447,0.114792,1.590085,1.7127325949999999
2026-01-28 16:57:50.154387,0.120883,1.696401,2.168576227
2026-01-28 16:57:50.656029,0.501890,1.729124,0.130578414
2026-01-28 16:57:50.844393,0.188361,1.783384,0.695855299
2026-01-28 16:58:21.304605,30.460117,1.649112,0.002151535
2026-01-28 16:58:26.556365,5.251862,1.226307,0.012478622
2026-01-28 16:58:49.906680,23.350314,0.607543,0.002806643
2026-01-28 16:58:50.103831,0.197148,0.250223,0.664840627
2026-01-28 16:58:50.213492,0.109339,0.405746,4.795068548000001
2026-01-28 16:58:50.316197,0.102875,0.505506,2.54817983
2026-01-28 16:58:50.486475,0.170321,0.627225,0.38477932800000003
2026-01-28 16:58:50.596736,0.110376,0.771665,1.781256795
2026-01-28 16:58:50.833234,0.236444,0.886474,0.83152036
2026-01-28 16:58:50.938968,0.105784,1.076054,3.097632912
2026-01-28 16:58:51.056889,0.117927,1.179803,1.1114672639999998
2026-01-28 16:58:52.446761,1.389867,1.361720,0.14145813999999998
2026-01-28 16:58:58.868913,6.422118,1.844083,0.010204732999999999
2026-01-28 16:58:59.835906,0.966990,1.982429,0.203319579
2026-01-28 16:59:24.747541,24.911669,1.245318,0.002630735
2026-01-28 16:59:24.892832,0.145303,0.626662,0.902059834
2026-01-28 16:59:25.121897,0.229039,0.774073,0.8584040270000001
2026-01-28 16:59:25.284705,0.162824,0.975365,1.20748784
2026-01-28 16:59:25.391727,0.107025,1.113202,0.6123429109999999
2026-01-28 16:59:25.520662,0.128927,1.220163,1.5249559830000001
2026-01-28 16:59:25.693748,0.173088,1.358522,1.1358846370000002
2026-01-28 16:59:25.818810,0.122760,1.508862,0.533854676
2026-01-28 16:59:25.930372,0.113766,1.623374,0.576059631
2026-01-28 16:59:26.067717,0.137443,1.743054,1.430469358
2026-01-28 17:00:49.049582,82.981873,3.526392,0.001579526
