1,-78.6962494,35.7274718,-1.634,"(-0.031910490244627,0.033087003976106644,-0.07334551215171814)","(0.0,0.0,-0.03)",48.383,2026-01-19 15:38:26.646599,4,29
2,-78.6962496,35.7274718,-1.576,"(-0.0317545086145401,0.03323386609554291,-0.07333779335021973)","(0.0,-0.01,-0.03)",48.38,2026-01-19 15:38:27.650032,4,29
3,-78.6962497,35.7274718,-1.541,"(-0.031545549631118774,0.033411238342523575,-0.07303613424301147)","(0.0,-0.01,-0.03)",48.384,2026-01-19 15:38:28.652940,4,29
4,-78.6962498,35.7274719,-1.527,"(-0.03141428530216217,0.033576514571905136,-0.0728379338979721)","(0.0,0.0,-0.03)",48.386,2026-01-19 15:38:29.655996,4,29
5,-78.6962498,35.7274719,-1.53,"(-0.03113512694835663,0.03377515822649002,-0.07242077589035034)","(0.0,0.0,-0.02)",48.378,2026-01-19 15:38:30.658903,4,29
6,-78.6962498,35.7274719,-1.534,"(-0.0314505361020565,0.03388013318181038,-0.07225298881530762)","(0.0,0.0,-0.02)",48.383,2026-01-19 15:38:31.662353,4,29
7,-78.6962498,35.727472,-1.512,"(-0.03138456493616104,0.03386944904923439,-0.07247921824455261)","(0.0,0.0,-0.02)",48.372,2026-01-19 15:38:32.665350,4,29
8,-78.6962499,35.7274721,-1.507,"(-0.03146757930517197,0.03391722962260246,-0.07253453135490417)","(0.0,0.0,-0.02)",48.374,2026-01-19 15:38:33.668444,4,29
9,-78.69625,35.7274723,-1.511,"(-0.031542856246232986,0.03388889878988266,-0.07278645038604736)","(0.01,0.0,-0.02)",48.37,2026-01-19 15:38:34.672110,4,29
10,-78.69625,35.7274724,-1.51,"(-0.0314665213227272,0.03396999090909958,-0.07292115688323975)","(0.0,0.0,-0.01)",48.38,2026-01-19 15:38:35.675174,4,29
11,-78.6962501,35.7274724,-1.509,"(-0.03126874193549156,0.033961132168769836,-0.07329501211643219)","(0.0,0.0,-0.01)",48.365,2026-01-19 15:38:36.679065,4,29
12,-78.6962503,35.7274725,-1.523,"(-0.031286533921957016,0.034128136932849884,-0.07354864478111267)","(0.0,0.0,0.0)",48.378,2026-01-19 15:38:37.682756,4,29
13,-78.6962504,35.7274725,-1.537,"(-0.03116074576973915,0.034040797501802444,-0.07380743324756622)","(0.0,-0.01,0.0)",48.38,2026-01-19 15:38:38.686155,4,29
14,-78.6962506,35.7274726,-1.529,"(-0.031068630516529083,0.0339658297598362,-0.07382325828075409)","(0.0,-0.01,0.0)",48.375,2026-01-19 15:38:39.689041,4,29
15,-78.6962507,35.7274726,-1.516,"(-0.031011763960123062,0.03388781473040581,-0.07379357516765594)","(0.0,-0.01,0.0)",48.374,2026-01-19 15:38:40.692296,4,29
16,-78.6962508,35.7274726,-1.514,"(-0.03096771612763405,0.033916864544153214,-0.07353806495666504)","(0.0,-0.01,0.0)",48.372,2026-01-19 15:38:41.695443,4,29
17,-78.6962508,35.7274726,-1.491,"(-0.03083900734782219,0.033955950289964676,-0.07355271279811859)","(0.0,-0.01,0.0)",48.375,2026-01-19 15:38:42.699012,4,29
18,-78.6962509,35.7274726,-1.501,"(-0.030644111335277557,0.0342414565384388,-0.07340534031391144)","(0.0,-0.01,0.0)",48.365,2026-01-19 15:38:43.702115,4,29
19,-78.6962509,35.7274727,-1.51,"(-0.030643310397863388,0.034593090415000916,-0.07335086166858673)","(0.0,0.0,0.0)",48.368,2026-01-19 15:38:44.705647,4,29
20,-78.6962508,35.7274727,-1.505,"(-0.03067135438323021,0.03441083803772926,-0.07310070097446442)","(0.0,0.0,0.0)",48.368,2026-01-19 15:38:45.708675,4,29
21,-78.6962508,35.7274727,-1.518,"(-0.03101310133934021,0.03437471389770508,-0.07293455302715302)","(0.0,0.0,0.0)",48.363,2026-01-19 15:38:46.711560,4,29
22,-78.6962508,35.7274727,-1.514,"(-0.03090452030301094,0.03447537124156952,-0.07309582829475403)","(-0.01,0.0,0.0)",48.373,2026-01-19 15:38:47.714559,4,29
23,-78.6962507,35.7274727,-1.525,"(-0.03089134395122528,0.03458691015839577,-0.07311445474624634)","(-0.01,0.01,0.0)",48.365,2026-01-19 15:38:48.718086,4,29
24,-78.6962506,35.7274727,-1.516,"(-0.030985280871391296,0.03464788571000099,-0.07321999967098236)","(-0.01,0.0,0.0)",48.369,2026-01-19 15:38:49.721840,4,29
25,-78.6962506,35.7274727,-1.527,"(-0.031192637979984283,0.034746117889881134,-0.07317890226840973)","(-0.01,0.0,0.0)",48.36,2026-01-19 15:38:50.724920,4,29
26,-78.6962506,35.7274727,-1.523,"(-0.03135167062282562,0.03492312133312225,-0.07352107763290405)","(-0.01,0.0,0.0)",48.356,2026-01-19 15:38:51.728848,4,29
27,-78.6962506,35.7274726,-1.512,"(-0.031320638954639435,0.035225655883550644,-0.07365822792053223)","(0.0,0.0,0.0)",48.362,2026-01-19 15:38:52.732835,4,29
28,-78.6962506,35.7274726,-1.492,"(-0.03133939579129219,0.03532860428094864,-0.07372839748859406)","(0.0,0.0,0.0)",48.371,2026-01-19 15:38:53.736521,4,29
29,-78.6962506,35.7274727,0.003,"(-0.03149551525712013,0.03534286469221115,-0.07360626757144928)","(0.0,0.0,0.0)",48.367,2026-01-19 15:38:54.740199,4,29
30,-78.6962506,35.7274727,-0.002,"(-0.03165930509567261,0.03516998142004013,-0.07337482273578644)","(0.0,0.0,0.0)",48.364,2026-01-19 15:38:55.744048,4,29
31,-78.6962506,35.7274727,-0.014,"(-0.031697291880846024,0.03539614751935005,-0.07291072607040405)","(0.0,0.0,0.0)",48.2,2026-01-19 15:38:56.748877,4,29
32,-78.6962506,35.7274726,-0.019,"(-0.03174050897359848,0.03523749113082886,-0.07324761152267456)","(0.0,0.0,0.0)",48.247,2026-01-19 15:38:57.751979,4,29
33,-78.6962505,35.7274726,-0.021,"(-0.03030741587281227,0.03585872799158096,-0.068779855966568)","(0.0,0.02,0.0)",46.138,2026-01-19 15:38:58.755483,4,29
34,-78.6962497,35.7274719,0.297,"(-0.021030887961387634,0.015601431019604206,0.0157697182148695)","(-0.15,0.19,-1.01)",46.078,2026-01-19 15:38:59.758570,4,29
35,-78.6962463,35.7274712,2.236,"(-0.024851085618138313,0.005240492522716522,-0.05122523382306099)","(-0.03,0.26,-2.37)",46.082,2026-01-19 15:39:00.762210,4,29
36,-78.696245,35.727471,4.944,"(-0.028252866119146347,-0.08726976066827774,-0.05702519789338112)","(0.04,0.02,-2.48)",46.259,2026-01-19 15:39:01.765079,4,29
37,-78.6962455,35.7274714,7.387,"(-0.025655820965766907,-0.09393338859081268,-0.05270222947001457)","(0.07,-0.1,-2.28)",46.029,2026-01-19 15:39:02.768713,4,29
38,-78.6962469,35.7274719,9.847,"(-0.02694045752286911,-0.09298647195100784,-0.048086654394865036)","(0.08,-0.2,-2.4)",45.998,2026-01-19 15:39:03.771489,4,29
39,-78.6962484,35.7274728,12.357,"(-0.011128689162433147,-0.09377913177013397,-0.04696602001786232)","(0.06,-0.15,-2.46)",46.089,2026-01-19 15:39:04.774785,4,29
40,-78.6962496,35.7274729,14.842,"(-0.01788862608373165,-0.08807586878538132,-0.043231215327978134)","(-0.05,-0.1,-2.36)",45.936,2026-01-19 15:39:05.778088,4,29
41,-78.6962505,35.7274724,17.273,"(-0.022883770987391472,-0.08996311575174332,-0.03431987389922142)","(-0.03,-0.06,-2.46)",45.906,2026-01-19 15:39:06.781494,4,29
42,-78.6962508,35.7274719,19.772,"(-0.03004731982946396,-0.08602303266525269,-0.040703993290662766)","(-0.04,0.0,-2.47)",46.016,2026-01-19 15:39:07.784893,4,29
